,tweet-id,tweet-text,include-links,tweet-url
37,811195441710764032,"Bill Clinton stated that I called him after the election. Wrong, he called me (with a very nice congratulations). He ""doesn't know much"" ...",,https://twitter.com/realDonaldTrump/status/811195441710764032
38,811041034323054592,"""@mike_pence: Congratulations to @RealDonaldTrump; officially elected President of the United States today by the Electoral College!""",,https://twitter.com/realDonaldTrump/status/811041034323054592
39,811039925571354624,"""@Franklin_Graham: Congratulations to President-elect @realDonaldTrump--the electoral votes are in and it's official."" Thank you Franklin!",,https://twitter.com/realDonaldTrump/status/811039925571354624
40,810996052241293312,"We did it! Thank you to all of my great supporters, we just officially won the election (despite all of the distorted and inaccurate media).",,https://twitter.com/realDonaldTrump/status/810996052241293312
41,810988379051610112,"Today there were terror attacks in Turkey, Switzerland and Germany - and it is only getting worse. The civilized world must change thinking!",,https://twitter.com/realDonaldTrump/status/810988379051610112
42,810604216771284992,"If my many supporters acted and threatened people like those who lost the election are doing, they would be scorned & called terrible names!",,https://twitter.com/realDonaldTrump/status/810604216771284992
43,810288321880555520,We should tell China that we don't want the drone they stole back.- let them keep it!,,https://twitter.com/realDonaldTrump/status/810288321880555520
44,810276411177107456,"Thank you Alabama! From now on, it’s going to be #AmericaFirst. Our goal is to bring back that wonderful phrase: #MadeInTheUSA!",,https://twitter.com/realDonaldTrump/status/810276411177107456
45,810121703288410112,China steals United States Navy research drone in international waters - rips it out of water and takes it to China in unprecedented act.,,https://twitter.com/realDonaldTrump/status/810121703288410112
46,810112407309844480,"Mobile, Alabama today at 3:00 P.M. Last rally of the year - ""THANK YOU ALABAMA AND THE SOUTH"" Biggest of all crowds expected, see you there!",,https://twitter.com/realDonaldTrump/status/810112407309844480
47,810109131537481728,"""@EazyMF_E: @realDonaldTrump Many people are now saying you will be an extremely successful president! #MakeAmericaGreatAgain"" Thank you!",,https://twitter.com/realDonaldTrump/status/810109131537481728
48,810108542921408512,"Last night in Orlando, Florida, was incredible - massive crowd - THANK YOU FLORIDA! Today at 3:00 P.M. I will be in Alabama for last rally!",,https://twitter.com/realDonaldTrump/status/810108542921408512
49,809969373754654721,Thank you Florida. My Administration will follow two simple rules: BUY AMERICAN and HIRE AMERICAN! #ICYMI- Watch: https://www.facebook.com/DonaldTrump/videos/10158310632295725/,https://www.facebook.com/DonaldTrump/videos/10158310632295725/,https://twitter.com/realDonaldTrump/status/809969373754654721
50,809803893920165892,"#ThankYouTour2016 Tonight- Orlando, Florida Tickets: http://bit.ly/2gpz8goFLORIDA Tomorrow- Mobile, Alabama Tickets: http://bit.ly/2gpwhwcALABAMA – at Trump Tower","http://bit.ly/2gpz8goFLORIDA,http://bit.ly/2gpwhwcALABAMA",https://twitter.com/realDonaldTrump/status/809803893920165892
51,809790978332786689,"Well, we all did it, together! I hope the ""MOVEMENT"" fans will go to D.C. on Jan 20th for the swearing in. Let's set the all time record!",,https://twitter.com/realDonaldTrump/status/809790978332786689
52,809717035353722880,Are we talking about the same cyberattack where it was revealed that head of the DNC illegally gave Hillary the questions to the debate?,,https://twitter.com/realDonaldTrump/status/809717035353722880
53,809571983428120577,"Thank you Pennsylvania! Together, we are going to MAKE AMERICA GREAT AGAIN! Watch here: https://www.facebook.com/DonaldTrump/videos/10158305240145725/ #ThankYouTour2016",https://www.facebook.com/DonaldTrump/videos/10158305240145725/,https://twitter.com/realDonaldTrump/status/809571983428120577
54,809525257371578369,"Join me in Mobile, Alabama on Sat. at 3pm! #ThankYouTour2016 Tickets: http://bit.ly/2gpwhwcALABAMA",http://bit.ly/2gpwhwcALABAMA,https://twitter.com/realDonaldTrump/status/809525257371578369
55,809403760099422208,"If Russia, or some other entity, was hacking, why did the White House wait so long to act? Why did they only complain after Hillary lost?",,https://twitter.com/realDonaldTrump/status/809403760099422208
56,809389774066814976,"The media tries so hard to make my move to the White House, as it pertains to my business, so complex - when actually it isn't!",,https://twitter.com/realDonaldTrump/status/809389774066814976
57,809384826193276928,"Thank you to Time Magazine and Financial Times for naming me ""Person of the Year"" - a great honor!",,https://twitter.com/realDonaldTrump/status/809384826193276928
